CRN	Subj	Crse	Sect	Title	Prof	Day	Beg	End	Bldg	Room	(Type)	Campus	Max	Avail	WaitCount
21014	PHIL	09261	 9	PHIL PERSPECTIVES ON SCI-WI	"Fleming, Eric Felton"							Online	23	23	0
21015	PHIL	09261	 10	PHIL PERSPECTIVES ON SCI-WI	"Fosner, Carmen A"							Online	23	23	0
21016	PHIL	09261	 1C	PHIL PERSPECTIVES ON SCI-WI	"Fosner, Carmen A"							Online	23	23	0
21017	PHIL	09326	 1	PHILOSOPHY OF MIND	"Witonsky, Abraham"	MW	1530	1645	SCIENC	338	(Class)	Main	26	26	0
21018	PHIL	09328	 1	PHILOSOPHY AND GENDER	"Kazarian, Edward P"							Online	26	26	0
21019	PHIL	09341	 1	BIOMEDICAL ETHICS-WI	"Dal Monte, Daniel Paul"	MW	1230	1345	BOZ	129	(Class)	Main	23	23	0
21020	PHIL	09341	 2	BIOMEDICAL ETHICS-WI	"Osborne, Philip A"	TR	1530	1645	JAMES	3091B	(Class)	Main	23	23	0
21021	PHIL	09368	 1	PHILOSOPHY OF SCIENCE	"Lund, Matthew D"	MW	1100	1215	LBRARY	403	(Class)	Main	15	15	0
21022	PHIL	09495	 1	SENIOR SEMINAR IN PHILOSOPHY	"Lund, Matthew D"	MW	1100	1215	LBRARY	403	(Class)	Main	9	9	0
24099	PHOT	11251	 1	"INTRO TO FILM PHOTOGRAPHYAll majors. Additional Materials Required. "	"States, Chad E"	TR	1100	1215	WESTBY	201	(Class)	Main	12	12	0
24100	PHOT	11251	 2	"INTRO TO FILM PHOTOGRAPHYAll majors. Additional Materials Required. "	STAFF	MW	1100	1215	WESTBY	201	(Class)	Main	12	12	0
24101	PHOT	11251	 3	"INTRO TO FILM PHOTOGRAPHYAll majors. Additional Materials Required. "	STAFF	TR	1400	1515	WESTBY	201	(Class)	Main	12	12	0
24102	PHOT	11350	 1	"INTERMED DIGITAL PHOTOGRAPHYAll majors. Additional Materials Required. "	"States, Chad E"	TR	1400	1515	WESTBY	109	(Class)	Main	15	15	0
24103	PHOT	11380	 1	"DIGITAL PHOTOGRAPHYAll majors. Additional Materials Required. "	STAFF	MW	800	915	WESTBY	109	(Class)	Main	15	15	0
24104	PHOT	11380	 2	"DIGITAL PHOTOGRAPHYAll majors. Additional Materials Required. "	"States, Chad E"	MW	1400	1515	WESTBY	109	(Class)	Main	15	15	0
24105	PHOT	11380	 3	"DIGITAL PHOTOGRAPHYAll majors. Additional Materials Required. "	STAFF	MW	1700	1815	WESTBY	109	(Class)	Main	15	15	0
24106	PHOT	11380	 4	"DIGITAL PHOTOGRAPHYAll majors. Additional Materials Required. "	STAFF	TR	1700	1815	WESTBY	109	(Class)	Main	15	15	0
24107	PHOT	11380	 5	"DIGITAL PHOTOGRAPHYAll majors. "	STAFF							Online	15	15	0
24108	PHOT	11387	 1	"EDITORIAL PHOTOGRAPHYAll majors. Additional Materials Required. "	STAFF	TR	1100	1215	WESTBY	109	(Class)	Main	15	15	0
24109	PHOT	11390	 1	"ST PHT: CREATIVES & ENTREPRNRSAdditional Materials Required. "	"Drumgoole, Jennifer K"	MW	1100	1215	WESTBY	109	(Class)	Main	0	0	0
24110	PHOT	11407	 1	"CAPSTONE IN PHOTOGRAPHYAdditional Materials Required. "	STAFF	MW	1400	1515	WESTBY	201	(Class)	Main	0	0	0
24253	PHYS	00150	 1	PHYSICS OF EVERYDAY LIFE	STAFF							Online	24	24	0
24254	PHYS	00150	 2	PHYSICS OF EVERYDAY LIFE	STAFF							Online	24	24	0
24255	PHYS	00150	 3	PHYSICS OF EVERYDAY LIFE	"Claar, Rodger L"	M	1830	1945	SCIENC	134	(Class)	Main	24	24	0
24256	PHYS	00150	 4	PHYSICS OF EVERYDAY LIFE	"Claar, Rodger L"	TR	2000	2115	SCIENC	134	(Class)	Main	24	24	0
24161	PHYS	00175	 1	PHYSICS OF SOUND AND MUSIC	"Wheeler, Lawrence J"	TR	1830	1945	SCIENC	150	(Class)	Main	24	24	0
24164	PHYS	00210	 1	PHYSICS I WITHOUT CALCULUS	"Hu, Xiao"	MW	800	915	SCIENC	151	(Class)	Main	24	24	0
24165	PHYS	00210	 2	PHYSICS I WITHOUT CALCULUS	"Hu, Xiao"	MW	800	915	SCIENC	151	(Class)	Main	24	24	0
24166	PHYS	00210	 3	PHYSICS I WITHOUT CALCULUS	"Hu, Xiao"	MW	930	1045	SCIENC	151	(Class)	Main	24	24	0
24167	PHYS	00210	 4	PHYSICS I WITHOUT CALCULUS	"Hu, Xiao"	MW	930	1045	SCIENC	151	(Class)	Main	24	24	0
24168	PHYS	00211	 1	PHYSICS II WITHOUT CALCULUS	"Whiting, Nicholas R"	TR	800	915	SCIENC	151	(Class)	Main	24	24	0
24169	PHYS	00211	 2	PHYSICS II WITHOUT CALCULUS	"Whiting, Nicholas R"	TR	800	915	SCIENC	151	(Class)	Main	24	24	0
24170	PHYS	00211	 3	PHYSICS II WITHOUT CALCULUS	"Lim, Michael Jay Young"	TR	930	1045	SCIENC	151	(Class)	Main	24	24	0
24171	PHYS	00211	 4	PHYSICS II WITHOUT CALCULUS	"Lim, Michael Jay Young"	TR	930	1045	SCIENC	151	(Class)	Main	24	24	0
24172	PHYS	00211	 5	PHYSICS II WITHOUT CALCULUS	STAFF	TR	1230	1345	SCIENC	151	(Class)	Main	24	24	0
24173	PHYS	00211	 6	PHYSICS II WITHOUT CALCULUS	STAFF	TR	1230	1345	SCIENC	151	(Class)	Main	24	24	0
24187	PHYS	00220	 2	INTRODUCTORY MECHANICS	"La Porta, Philip R"	MW	1100	1215	SCIENC	151	(Class)	Main	24	24	0
24188	PHYS	00220	 3	INTRODUCTORY MECHANICS	"La Porta, Philip R"	MW	1100	1215	SCIENC	151	(Class)	Main	24	24	0
24189	PHYS	00220	 4	INTRODUCTORY MECHANICS	"La Porta, Philip R"	MW	1230	1345	SCIENC	151	(Class)	Main	24	24	0
24190	PHYS	00220	 5	INTRODUCTORY MECHANICS	"La Porta, Philip R"	MW	1230	1345	SCIENC	151	(Class)	Main	24	24	0
24191	PHYS	00220	 6	INTRODUCTORY MECHANICS	"Dong, Dongmei"	MW	1530	1645	SCIENC	151	(Class)	Main	24	24	0
24192	PHYS	00220	 7	INTRODUCTORY MECHANICS	"Dong, Dongmei"	MW	1530	1645	SCIENC	151	(Class)	Main	24	24	0
24193	PHYS	00220	 8	INTRODUCTORY MECHANICS	"La Porta, Philip R"	MW	1700	1815	SCIENC	151	(Class)	Main	24	24	0
24194	PHYS	00220	 9	INTRODUCTORY MECHANICS	"La Porta, Philip R"	MW	1700	1815	SCIENC	151	(Class)	Main	24	24	0
24195	PHYS	00221	 1	INT THRMDYNM/FLU/WVS/OPTICS-LC	"Flores, Eduardo"	MW	1100	1215	SCIENC	148	(Class)	Main	24	24	0
24196	PHYS	00221	 2	INT THRMDYNM/FLU/WVS/OPTICS-LC	"Flores, Eduardo"	TR	1100	1215	SCIENC	148	(Class)	Main	24	24	0
24210	PHYS	00222	 1	INTRO ELECTRICITY/MAGNETISM	"Guess, Carol Jeanne"	TR	1400	1515	SCIENC	151	(Class)	Main	24	24	0
24211	PHYS	00222	 2	INTRO ELECTRICITY/MAGNETISM	"Guess, Carol Jeanne"	TR	1400	1515	SCIENC	151	(Class)	Main	24	24	0
24212	PHYS	00222	 3	INTRO ELECTRICITY/MAGNETISM	"Guess, Carol Jeanne"	TR	1530	1645	SCIENC	151	(Class)	Main	24	24	0
24213	PHYS	00222	 4	INTRO ELECTRICITY/MAGNETISM	"Guess, Carol Jeanne"	TR	1530	1645	SCIENC	151	(Class)	Main	24	24	0
24251	PHYS	00222	 5	INTRO ELECTRICITY/MAGNETISM	STAFF	TR	1830	1945	SCIENC	151	(Class)	Main	24	24	0
24252	PHYS	00222	 6	INTRO ELECTRICITY/MAGNETISM	STAFF	TR	1830	1945	SCIENC	151	(Class)	Main	24	24	0
24358	PHYS	00222	 7	"HONORS INTRO ELEC/MAGNETISMMust be taken with PHYS L0222 7 "	"Ling, Hong"	M	1100	1215	SCIENC	138	(Class)	Main	20	20	0
24236	PHYS	00300	 1	MODERN PHYSICS	"Hettinger, Jeffrey D. Hofer, Heidi J. "	MW	930	1045	SCIENC	149	(Class)	Main	14	14	0
24237	PHYS	00300	 2	MODERN PHYSICS	STAFF	MW	1100	1215	SCIENC	149	(Class)	Main	0	0	0
24238	PHYS	00310	 1	ANALYTICAL MECHANICS	"Guess, Carol Jeanne"	MW	1230	1345	SCIENC	150	(Class)	Main	14	14	0
24239	PHYS	00320	 1	ELECTRICITY & MAGNETISM I	"Smith, Trevor I."	TR	1400	1540	SCIENC	150	(Class)	Main	14	14	0
24241	PHYS	00321	 1	ELEC & MAG II	"Ling, Hong"	MW	1530	1645	SCIENC	150	(Class)	Main	14	14	0
24242	PHYS	00330	 1	MATHEMATICAL METHODS FOR PHYS	"Smith, Trevor I."	TR	1100	1215	SCIENC	144	(Class)	Main	14	14	0
24243	PHYS	00345	 1	"INTRO TO OPTICAL DESIGNStudents are required to have an appropriate computer.Contact instructor for details. "	"Chimenti, Robert V"	MW	1700	1815	SCIENC	144	(Class)	Main	14	14	0
24386	PHYS	00347	 1	LASER PHYSICS	"Chimenti, Robert V"	MW	1230	1345	SCIENC	149	(Class)	Main	14	14	0
24220	PHYS	00351	 1	"PHYSICS RESEARCH METHODS IThis course requires 4 additional hours per weekoutside of class time to complete lab work. "	STAFF	F	930	1045	SCIENC	151	(Class)	Main	35	35	0
24221	PHYS	00352	 1	"PHYSICS RESEARCH METHODS IIThis course requires 4 additional hours per weekoutside of class time to complete lab work. "	STAFF	F	930	1045	SCIENC	151	(Class)	Main	35	35	0
24250	PHYS	00360	 1	MOLECULAR BIOPHYSICS	"Nucci, Nathaniel V"	MW	1530	1645	SCIENC	134	(Class)	Main	14	14	0
24244	PHYS	00361	 1	PHYS LRNG ASSIS INTRO MECHANIC	"Guess, Carol Jeanne La Porta, Philip R "	W	1400	1515	SCIENC	150	(Class)	Main	0	0	0
24245	PHYS	00363	 1	PHYS LRNG ASSIS INTR ELECT/MAG	"Guess, Carol Jeanne La Porta, Philip R "	W	1400	1515	SCIENC	150	(Class)	Main	0	0	0
24246	PHYS	00410	 1	QUANTUM MECHANICS I	"Lim, Michael Jay Young"	MW	930	1110	SCIENC	150	(Class)	Main	14	14	0
24247	PHYS	00430	 1	STATISTICAL PHYSICS	"Ling, Hong"	MW	1700	1815	SCIENC	150	(Class)	Main	14	14	0
24248	PHYS	00477	 1	RADIATION:EFFECTS/APPLIC	STAFF	M	1830	1945	SCIENC	150	(Class)	Main	14	14	0
24249	PHYS	00479	 1	RADIATION INSTRUMENTATION	STAFF							Online	14	14	0
24387	PHYS	00545	 1	"GEOMETRIC OPTICAL DESIGNStudents are required to have an appropriate computer.Contact instructor for details. "	"Chimenti, Robert V"	MW	1700	1815	SCIENC	144	(Class)	Main	14	14	0
24388	PHYS	00547	 1	LASERS	"Chimenti, Robert V"	MW	1230	1345	SCIENC	149	(Class)	Main	14	14	0
24174	PHYS	L0210	 1	LAB PHYSICS I NO CALC	"Bensley, Kayla Anne"	T	800	915	SCIENC	134	(Class)	Main	24	24	0
24175	PHYS	L0210	 2	LAB PHYSICS I NO CALC	"Bensley, Kayla Anne"	T	1100	1215	SCIENC	134	(Class)	Main	24	24	0
24176	PHYS	L0210	 3	LAB PHYSICS I NO CALC	"Mazahreh, Janine Taylor"	R	800	915	SCIENC	134	(Class)	Main	24	24	0
24177	PHYS	L0210	 4	LAB PHYSICS I NO CALC	"Mazahreh, Janine Taylor"	R	1100	1215	SCIENC	134	(Class)	Main	24	24	0
24178	PHYS	L0211	 1	LAB PHYSICS II NO CALC	"Mazzaroth, Jason Dolphin"	M	800	915	SCIENC	148	(Class)	Main	24	24	0
24179	PHYS	L0211	 2	LAB PHYSICS II NO CALC	"Mazzaroth, Jason Dolphin"	M	1530	1645	SCIENC	148	(Class)	Main	24	24	0
24180	PHYS	L0211	 3	LAB PHYSICS II NO CALC	"Mazzaroth, Jason Dolphin"	M	1830	1945	SCIENC	148	(Class)	Main	24	24	0
24181	PHYS	L0211	 4	LAB PHYSICS II NO CALC	"Clapp, Jamie"	W	800	915	SCIENC	148	(Class)	Main	24	24	0
24182	PHYS	L0211	 5	LAB PHYSICS II NO CALC	"Clapp, Jamie"	W	1530	1645	SCIENC	148	(Class)	Main	24	24	0
24183	PHYS	L0211	 6	LAB PHYSICS II NO CALC	"Clapp, Jamie"	F	800	915	SCIENC	148	(Class)	Main	24	24	0
24198	PHYS	L0220	 2	LAB INTRO MECHANICS	"Sare, Hadarou"	T	800	915	SCIENC	138	(Class)	Main	24	24	0
24199	PHYS	L0220	 3	LAB INTRO MECHANICS	"Sare, Hadarou"	T	1100	1215	SCIENC	138	(Class)	Main	24	24	0
24200	PHYS	L0220	 4	LAB INTRO MECHANICS	"Bensley, Kayla Anne"	T	1530	1645	SCIENC	138	(Class)	Main	24	24	0
24201	PHYS	L0220	 5	LAB INTRO MECHANICS	STAFF	T	1830	1945	SCIENC	138	(Class)	Main	24	24	0
24202	PHYS	L0220	 6	LAB INTRO MECHANICS	"Sare, Hadarou"	R	800	915	SCIENC	138	(Class)	Main	24	24	0
24203	PHYS	L0220	 7	LAB INTRO MECHANICS	STAFF	R	1100	1215	SCIENC	138	(Class)	Main	24	24	0
24204	PHYS	L0220	 8	LAB INTRO MECHANICS	"Mazahreh, Janine Taylor"	R	1530	1645	SCIENC	138	(Class)	Main	24	24	0
24205	PHYS	L0220	 9	LAB INTRO MECHANICS	STAFF	R	1830	1945	SCIENC	138	(Class)	Main	24	24	0
24214	PHYS	L0222	 1	LAB INTRO ELECT/MAGNETISM	"Schossig, John M"	M	800	915	SCIENC	144	(Class)	Main	24	24	0
24215	PHYS	L0222	 2	LAB INTRO ELECT/MAGNETISM	"Schossig, John M"	M	1100	1215	SCIENC	144	(Class)	Main	24	24	0
24216	PHYS	L0222	 3	LAB INTRO ELECT/MAGNETISM	"Schossig, John M"	F	800	915	SCIENC	144	(Class)	Main	24	24	0
24217	PHYS	L0222	 4	LAB INTRO ELECT/MAGNETISM	"Soper, Cody William"	W	800	915	SCIENC	144	(Class)	Main	24	24	0
24218	PHYS	L0222	 5	LAB INTRO ELECT/MAGNETISM	"Soper, Cody William"	W	1100	1215	SCIENC	144	(Class)	Main	24	24	0
24219	PHYS	L0222	 6	LAB INTRO ELECT/MAGNETISM	"Soper, Cody William"	F	1100	1215	SCIENC	144	(Class)	Main	24	24	0
24362	PHYS	L0222	 7	"HONORS LAB INTRO ELECT/MAGNETMust be taken with PHYS 00222 7 "	"Ling, Hong"	W	1100	1215	SCIENC	138	(Class)	Main	20	20	0
23677	PLAN	31100	 1	"EARTH, PEOPLE, ENVIRONMENT"	"Hasse, John E."	MW	1230	1345	ROBSON	302	(Class)	Main	14	14	0
23678	PLAN	31100	 2	"EARTH, PEOPLE, ENVIRONMENT"	"Hasse, John E."	MW	1100	1215	ROBSON	302	(Class)	Main	14	14	0
23517	PLAN	31280	 1	INTRO TO CITY PLANNING	"Bucknum Ferrigno, Megan E"							Online	20	20	0
23519	PLAN	31280	 2	INTRO TO CITY PLANNING	"Bucknum Ferrigno, Megan E"	MW	930	1045	DISCOV	201	(Class)	Main	20	20	0
23521	PLAN	31280	 3	INTRO TO CITY PLANNING	"Thomas, Louis"	TR	1100	1215	DISCOV	201	(Class)	Main	25	25	0
23518	PLAN	31280	 4	INTRO TO CITY PLANNING	"Thomas, Louis"							Online	25	25	0
23523	PLAN	31377	 1	"AIRPORT PLAN, SYS DSGN, & MGMT"	"McGlynn, Charles D"							Online	28	28	0
23544	PLAN	31380	 1	"PLAN HISTORY, THEORY, & ETHICS"	"Keenan, Kevin P"	MW	1400	1515	DISCOV	118	(Class)	Main	28	28	0
23524	PLAN	31383	 1	METRO REGIONAL PLANNING	"Bucknum Ferrigno, Megan E"	MW	1100	1215	DISCOV	201	(Class)	Main	28	28	0
23692	PLAN	31389	 1	ENVIRONMENT/SUSTAIN PLANNING	"Thomas, Louis"							Online	20	20	0
23703	PLAN	31390	 1	PLANNING CLINIC	"He, Qian"							Online	0	0	0
23704	PLAN	31390	 2	PLANNING CLINIC	"He, Qian"							Online	0	0	0
23705	PLAN	31390	 3	PLANNING CLINIC	"He, Qian"							Online	0	0	0
23697	PLAN	31490	 1	RESEARCH SEM IN PLANNING-WI	"Thomas, Louis"	F	930	1045	DISCOV	118	(Class)	Main	8	8	0
23694	PLAN	31495	 1	PLANNING STUDIO-WI	"Meenar, Md Mahbubur Rabb"	M	1730	1845	ROBSON	311	(Class)	Main	20	20	0
23693	PLAN	31589	 1	ENVIR&SUSTAINABILITY PLANNING	"Thomas, Louis"							Online	10	10	0
23525	PLAN	31590	 1	RESEARCH METHODS IN PLANNING	"He, Qian"	R	1730	1845	DISCOV	215	(Class)	Main	15	15	0
23695	PLAN	31695	 1	PLANNING STUDIO	"Meenar, Md Mahbubur Rabb"	MW	1730	1845	ROBSON	311	(Class)	Main	15	15	0
21285	POSC	07110	 1	AMERICAN GOVERNMENT	"Javian, Katharine T S"	MW	1230	1345	ROBSON	224	(Class)	Main	35	35	0
21286	POSC	07110	 2	AMERICAN GOVERNMENT	"Javian, Katharine T S"	MW	1400	1515	ROBSON	224	(Class)	Main	35	35	0
21287	POSC	07110	 3	AMERICAN GOVERNMENT	STAFF	TR	1530	1645	ROBSON	201A	(Class)	Main	35	35	0
21304	POSC	07110	 4	AMERICAN GOVERNMENT	"Zundl, Elaine"	TR	1230	1345	ROBSON	201A	(Class)	Main	35	35	0
21305	POSC	07110	 5	AMERICAN GOVERNMENT	"Gougon, Danielle R"							Online	35	35	0
21306	POSC	07110	 6	AMERICAN GOVERNMENT	"Gougon, Danielle R"							Online	35	35	0
21307	POSC	07110	 1C	AMERICAN GOVERNMENT	"Singleton, Megan"							Online	35	35	0
21308	POSC	07200	 1	SURV WEST POLI THRY	"Gougon, Danielle R"	TR	930	1045	ROBSON	201A	(Class)	Main	31	31	0
21309	POSC	07230	 1	COMPARATIVE POLITICAL SYSTEMS	"Markowitz, Lawrence P"	MW	930	1045	ROBSON	224	(Class)	Main	31	31	0
21316	POSC	07305	 1	LEGISLATIVE PROCESS	"Gooch, Andrew"	TR	1230	1345	ROBSON	202	(Class)	Main	24	24	0
21318	POSC	07310	 1	AMERICAN CONSTITUTIONAL LAW	"Balin, Kathy S"	TR	1400	1515	ROBSON	224	(Class)	Main	26	26	0
21310	POSC	07311	 1	WOMEN IN AMERICAN POLITICS	"Gougon, Danielle R"	TR	1100	1215	ROBSON	201A	(Class)	Main	26	26	0
21311	POSC	07320	 1	INTERNATIONAL RELATIONS	"Martineau, Joshua C"	MW	1100	1215	JAMES	2104	(Class)	Main	26	26	0
21312	POSC	07320	 2	INTERNATIONAL RELATIONS	"Martineau, Joshua C"	MW	1230	1345	JAMES	2104	(Class)	Main	26	26	0
21313	POSC	07321	 1	CONTEMPORARY WORLD PROBLEMS	"Somdahl, Katrinka Cleora"	TR	1100	1215	JAMES	2104	(Class)	Main	26	26	0
21314	POSC	07321	 1C	CONTEMPORARY WORLD PROBLEMS	"Somdahl, Katrinka Cleora"							Online	26	26	0
21319	POSC	07340	 1	CIVIL RIGHTS/LIBERTIES	"Balin, Kathy S"	TR	1530	1645	ROBSON	224	(Class)	Main	26	26	0
21320	POSC	07347	 1	POLITICS OF THE MIDDLE EAST	"Somdahl, Katrinka Cleora"	TR	930	1045	JAMES	2104	(Class)	Main	26	26	0
21321	POSC	07360	 1	METH/STAT POLITICAL SCI	"Javian, Katharine T S"	MW	930	1045	JAMES	2110	(Class)	Main	20	20	0
21322	POSC	07370	 1	ST:GLOBAL SECURITY CLINIC	"Markowitz, Lawrence P"	MW	1100	1215	HAWTHN	204	(Class)	Main	15	15	0
21323	POSC	07370	 2	ST:POLITICS OF NEW JERSEY	"Dworkin, Benjamin Abraham"	MW	1100	1215	ROBSON	202	(Class)	Main	24	24	0
21324	POSC	07370	 3	ST: Model United Nations	"Gardner, Anne-Marie"	W	1400	1515	HAWTHN	204	(Class)	Main	0	0	0
21325	POSC	07489	 1	SEM POLITICAL SCIENCE-WI	"Pluta, Anne C"	T	1100	1215	JAMES	2110	(Class)	Main	15	15	0
21326	POSC	07489	 2	SEM POLITICAL SCIENCE-WI	"Pluta, Anne C"	R	1100	1215	JAMES	2110	(Class)	Main	15	15	0
23909	PR	01403	 1	SP TP: DIGITAL PUBLIC RELATION	"Dunnington, Donald L."	TR	1700	1815	301HGH	305	(Class)	Main	24	24	0
23910	PR	01403	 2	SP TP: DIGITAL ADVERTISING STR	"Johnson, Kristine C"	TR	1100	1215	BUSN	233	(Class)	Main	24	24	0
23911	PR	05317	 1	STRATEGIC PR IN HEALTH CARE	"Rosanio, Gloria Barone"	T	1830	1945	301HGH	216	(Class)	Main	20	20	0
23912	PR	05318	 1	STRATEGIC VISUAL COMMUNICATION	"Boyer, Mary"	TR	1400	1515	301HGH	216	(Class)	Main	20	20	0
23913	PR	05350	 1	STRATEGIC COMM OVERVIEW	"Nia-Schoenstein, Asadeh"	TR	1100	1215	301HGH	215	(Class)	Main	19	19	0
23914	PR	05350	 2	STRATEGIC COMM OVERVIEW	"Vilceanu, Marilena Olguta"	TR	1230	1345	ENTPRZ	517	(Class)	Main	20	20	0
23915	PR	05350	 1C	STRATEGIC COMM OVERVIEW	"Riggs, Claire F."							Online	25	25	0
23916	PR	06301	 1	BASIC PR WRITING	"Nia-Schoenstein, Asadeh"	TR	930	1045	VCTRIA	200	(Class)	Main	0	0	0
23917	PR	06301	 2	BASIC PR WRITING	"Nia-Schoenstein, Asadeh"							Online	24	24	0
23919	PR	06305	 1	ADVANCED PR WRITING	"Basso, Joseph N."	TR	1230	1345	301HGH	305	(Class)	Main	25	25	0
23920	PR	06305	 2	ADVANCED PR WRITING	"Buckley, Maria A."	TR	930	1045	301HGH	216	(Class)	Main	20	20	0
23921	PR	06306	 1	SOCIAL MEDIA & SPORT COMM	STAFF							Online	30	30	0
23922	PR	06306	 2	SOCIAL MEDIA & SPORT COMM	"Yoh, Alex Jacob"	TR	930	1045	ENTPRZ	514	(Class)	Main	30	30	0
23923	PR	06307	 1	SPORT/ENTERTAIN EVENT PLANNG	"Yoh, Alex Jacob"	TR	800	915	ENTPRZ	514	(Class)	Main	25	25	0
23924	PR	06308	 1	REPUTATION MGT/CRSIS IN SPORTS	"Richmond, Julia C"	MW	1700	1815	301HGH	305	(Class)	Main	29	29	0
23925	PR	06309	 1	SPORTS BRANDING & FAN RELATION	"Yoh, Alex Jacob"	MW	1400	1515	DISCOV	413	(Class)	Main	0	0	0
23926	PR	06309	 2	SPORTS BRANDING & FAN RELATION	STAFF							Online	30	30	0
23927	PR	06310	 1	INTRO PR/ADVERTISING RESEARCH	"Kim, Bokyung"	TR	1230	1345	VCTRIA	200	(Class)	Main	25	25	0
23928	PR	06310	 2	INTRO PR/ADVERTISING RESEARCH	"Hong, Seoyeon"	MW	1100	1215	ENTPRZ	517	(Class)	Main	24	24	0
23929	PR	06310	 1C	INTRO PR/ADVERTISING RESEARCH	"Hicks, Sherry C"	W	1830	1945	301HGH	305	(Class)	Main	25	25	0
23930	PR	06317	 1	PUBLICATION LAYOUT/DESIGN	"Reighn-Garron, Nancy S"	MW	930	1045	301HGH	205	(Class)	Main	16	16	0
23931	PR	06317	 2	PUBLICATION LAYOUT/DESIGN	"Reighn-Garron, Nancy S"	MW	1100	1215	301HGH	205	(Class)	Main	16	16	0
23932	PR	06317	 3	PUBLICATION LAYOUT/DESIGN	"Reighn-Garron, Nancy S"	MW	1400	1515	301HGH	205	(Class)	Main	16	16	0
23933	PR	06317	 4	PUBLICATION LAYOUT/DESIGN	"Spade, Elizabeth Morgan"	W	1830	1945	301HGH	205	(Class)	Main	16	16	0
23934	PR	06317	 5	PUBLICATION LAYOUT/DESIGN	"Feinberg, Steven E"	TR	1700	1815	301HGH	205	(Class)	Main	17	17	0
23935	PR	06317	 6	PUBLICATION LAYOUT/DESIGN	"Houck, Kristine A"	TR	1530	1645	301HGH	205	(Class)	Main	21	21	0
23936	PR	06324	 1	SOCIAL MEDIA MGMT & METRICS	"Hong, Seoyeon"	TR	1230	1345	ENTPRZ	509	(Class)	Main	0	0	0
23937	PR	06350	 1	INTRO PUBLIC RELATIONS	"Kastner Farney, Cristin"	MW	1100	1215	ENTPRZ	514	(Class)	Main	25	25	0
23938	PR	06350	 2	INTRO PUBLIC RELATIONS	"Kastner Farney, Cristin"	MW	1700	1815	ENTPRZ	514	(Class)	Main	24	24	0
23939	PR	06350	 3	INTRO PUBLIC RELATIONS	"Moscatelli, John"	MW	1400	1515	301HGH	216	(Class)	Main	20	20	0
23940	PR	06350	 4	INTRO PUBLIC RELATIONS	"Eschbach, Peter Alan"							Online	20	20	0
23941	PR	06353	 1	CASE STUDIES IN PR-WI	"Novak, Alison Nicole"	R	1400	1515	VCTRIA	200	(Class)	Main	0	0	0
23942	PR	06354	 1	NEWS TRENDS & MEDIA RELATIONS	"Hicks, Sherry C"	MW	1700	1815	301HGH	216	(Class)	Main	20	20	0
23943	PR	06355	 1	PR/AD LAW AND ETHICS	"Basso, Joseph N."							Online	25	25	0
23944	PR	06355	 2	PR/AD LAW AND ETHICS	"Basso, Lisa"							Online	24	24	0
23945	PR	06355	 3	PR/AD LAW AND ETHICS	"Basso, Lisa"							Online	30	30	0
23946	PR	06360	 1	PUB REL/ADVERT INTERNSHIP I	"Nia-Schoenstein, Asadeh"							Online	25	25	0
23948	PR	06362	 1	PUB REL/ADVERT INTERNSHIP II	"Nia-Schoenstein, Asadeh"							Online	25	25	0
23949	PR	06425	 1	ADV PUBLICATION LAYOUT	"Spade, Elizabeth Morgan"	T	1830	1945	301HGH	205	(Class)	Main	18	18	0
23950	PR	06454	 1	PUBLIC RELATIONS PLAN-WI	"FitzGerald, Suzanne D. Novak, Alison Nicole "	W	1230	1345	VCTRIA	200	(Class)	Main	20	20	0
23951	PR	06454	 2	PUBLIC RELATIONS PLAN-WI	"Novak, Alison Nicole FitzGerald, Suzanne D. "	W	1230	1345	VCTRIA	200	(Class)	Main	20	20	0
23952	PR	99362	 1	PUBLIC OPINION	"Novak, Alison Nicole"	TR	1100	1215	301HGH	305	(Class)	Main	25	25	0
23953	PR	99362	 2	PUBLIC OPINION	"Audio, Regina M"							Online	20	20	0
20280	PSY	00371	 1	"SOCIAL PSYCHOLOGY OF SPORTFace to Face meeting on Fridays 1/26, 3/8Room James 1056 3:30-5:30 "	"Bullard, JoAnne Barbieri"	F	1530	1730	JAMES	1056	(Class)	Main	15	15	0
21327	PSY	01107	 1	ESSENTIALS OF PSYCHOLOGY	"Sledjeski, Eve M"	MW	1100	1215	BUSN	225	(Class)	Main	35	35	0
21328	PSY	01107	 2	ESSENTIALS OF PSYCHOLOGY	"Hasson, Heather M"							Online	35	35	0
21329	PSY	01107	 3	ESSENTIALS OF PSYCHOLOGY	"Hasson, Heather M"							Online	35	35	0
21330	PSY	01107	 4	ESSENTIALS OF PSYCHOLOGY	"Graves, Jaclyn"							Online	35	35	0
21331	PSY	01107	 5	ESSENTIALS OF PSYCHOLOGY	"Graves, Jaclyn"							Online	35	35	0
21332	PSY	01107	 6	ESSENTIALS OF PSYCHOLOGY	"Brennan, Robin Ann"	TR	1700	1815	WHITNY	CL-202	(Class)	Main	35	35	0
21333	PSY	01107	 7	ESSENTIALS OF PSYCHOLOGY	"Brennan, Robin Ann"	TR	1830	1945	WHITNY	CL-202	(Class)	Main	35	35	0
21334	PSY	01107	 8	ESSENTIALS OF PSYCHOLOGY	"D'Amico, Kristen Darroch"							Online	35	35	0
